brand,review_title,review_content,cleaned_text,sentiment_score,review_rating,helpful_votes,tags
JIUMESS,,This is the best thing ever. I recommend anyone to purchase this,this is the best thing ever i recommend anyone to purchase this,0.7717,0.0,0,neutral
JIUMESS,dont buy,i had to return it. it wouldnt charge my phone . poor quality,i had to return it it wouldnt charge my phone poor quality,-0.4767,0.0,0,neutral
JIUMESS,,Got it in December. Doesn't fully charge anymore,got it in december doesnt fully charge anymore,0.0,0.0,0,neutral
JIUMESS,,Takes long to charge your device was hoping for a fast charge.,takes long to charge your device was hoping for a fast charge,0.4215,0.0,0,favorite_function
JIUMESS,,I don't like it. No instructions for the use. It doesn't say how long it will stay charged up,i dont like it no instructions for the use it doesnt say how long it will stay charged up,-0.2551,0.0,0,neutral
JIUMESS,,This power bar did not fit any of my] devices.  All ports were too snall.,this power bar did not fit any of my devices all ports were too snall,-0.2755,0.0,0,neutral
JIUMESS,Love it.,Never have to worry about my phone going dead again,never have to worry about my phone going dead again,-0.4393,0.0,0,neutral
JIUMESS,,"It  doesn't work 
Won't charge",it doesnt work wont charge,0.0,0.0,0,neutral
JIUMESS,,The battery it's self does not hold charge so I can use it to charge my phone. Not happy with it.,the battery its self does not hold charge so i can use it to charge my phone not happy with it,-0.4585,0.0,0,concerns
JIUMESS,,"This item is very good quality and price. It's no need cable, light weight.",this item is very good quality and price its no need cable light weight,0.2484,0.0,0,neutral
JIUMESS,wrong item received,received a sponge mop refill instead of the item. Walmart won't take it back.,received a sponge mop refill instead of the item walmart wont take it back,0.0,0.0,0,neutral
JIUMESS,,does not hold a charge well,does not hold a charge well,-0.2057,0.0,0,neutral
JIUMESS,happy with it.,"So far, so good. Love that it has the built-in charging cords.",so far so good love that it has the builtin charging cords,0.8608,0.0,0,favorite_function
JIUMESS,Charger,It's exactly what I needed to stay charged up,its exactly what i needed to stay charged up,-0.2023,0.0,0,neutral
JIUMESS,,"ABSOLUTELY NO GOOD!!!!!
Does not charge phone effectively. Takes 30mins to get 2%!!!
WASTE OF MONEY!!!!!
DO NOT BUY!!!!",absolutely no good does not charge phone effectively takes 30mins to get 2 waste of money do not buy,-0.5455,0.0,0,neutral
JIUMESS,Very happy,Great little portable charger bought for vacation and used around the house when we need an extra charging option.,great little portable charger bought for vacation and used around the house when we need an extra charging option,0.6249,0.0,0,favorite_function
JIUMESS,,I am disappointed with this charger. It doesn't last long enough to charge my phone. It takes a long time to charge itself. I dont recommend it.,i am disappointed with this charger it doesnt last long enough to charge my phone it takes a long time to charge itself i dont recommend it,-0.6381,0.0,0,neutral
JIUMESS,,This really helps cuz my phone dies when it cold out,this really helps cuz my phone dies when it cold out,0.4391,0.0,0,neutral
JIUMESS,,"Very good, lightweight charger",very good lightweight charger,0.4927,0.0,0,favorite_function
JIUMESS,,charged my phone three times so far.,charged my phone three times so far,-0.2023,0.0,0,neutral
JIUMESS,,Takes too long for charged,takes too long for charged,-0.2023,0.0,0,neutral
JIUMESS,Scam,Rip off it is not 20000 more like 5000,rip off it is not 20000 more like 5000,-0.3241,0.0,0,neutral
JIUMESS,,worst charger block ive ever had. slow charges and doesn't hold power.,worst charger block ive ever had slow charges and doesnt hold power,-0.8442,0.0,0,concerns
JIUMESS,Bad,Changing not working for iphones and it went up?? Dont buy this,changing not working for iphones and it went up dont buy this,0.0,0.0,0,neutral
JIUMESS,,"this was a gift for my sister-in-law, she loves it.",this was a gift for my sisterinlaw she loves it,0.765,0.0,0,use_case
JIUMESS,,Charging is great but the power bank itself only charged 75% instead of 100%,charging is great but the power bank itself only charged 75 instead of 100,0.09,0.0,0,neutral
JIUMESS,"Heavy, not to full potential","It supposed to charge 6  times, I only get 3 full charges.",it supposed to charge 6 times i only get 3 full charges,-0.2732,0.0,0,neutral
JIUMESS,Stopped working on 2nd use,"Stopped working soon after purchase, like before",stopped working soon after purchase like before,0.1531,0.0,0,concerns
JIUMESS,,this worked for only 2 months.  do not waste your money imo,this worked for only 2 months do not waste your money imo,0.3252,0.0,0,neutral
JIUMESS,,"This bank was well thought out. It has a cord for all your devices. It is a little weighty, but not to bad.",this bank was well thought out it has a cord for all your devices it is a little weighty but not to bad,0.6514,0.0,0,favorite_function
JIUMESS,No package at all,"I see a picture, but I never received the purchase, not sure what happened, but I don't have the items",i see a picture but i never received the purchase not sure what happened but i dont have the items,-0.3491,0.0,0,neutral
JIUMESS,Great for a blackout,I was able to charge my iPhone no problem. Works great. I charged it and packed it away in case of a blackout.,i was able to charge my iphone no problem works great i charged it and packed it away in case of a blackout,-0.1531,0.0,0,neutral
JIUMESS,,purchased item online and haven't been able to charge it ever since therefore I suggest nobody purchased this particular item,purchased item online and havent been able to charge it ever since therefore i suggest nobody purchased this particular item,0.0,0.0,0,neutral
JIUMESS,It's OK but,Nice little Power Pack but takes a while to charge your phone. I would recommend something with little higher charge rate.,nice little power pack but takes a while to charge your phone i would recommend something with little higher charge rate,0.631,0.0,0,neutral
JIUMESS,"it a lie, it is not 20000mah it likely 6000mah",i was charging my phone that hold 5000mah fuel battery then i charge different phone it finish battery bank,i was charging my phone that hold 5000mah fuel battery then i charge different phone it finish battery bank,0.0,0.0,0,neutral
JIUMESS,Love it,Love it. Two of my friends used it  at different times during one outing and it charged both phones. They are both ordering one.,love it two of my friends used it at different times during one outing and it charged both phones they are both ordering one,0.7579,0.0,0,neutral
JIUMESS,Power bank,Love how it has all the cords to plug in different devices which the cords are built into the power bank,love how it has all the cords to plug in different devices which the cords are built into the power bank,0.6369,0.0,0,favorite_function
JIUMESS,,"It's built good,has all the 🔌 in cord's that come with the unit, works good, but it's slow charging.",its built goodhas all the in cords that come with the unit works good but its slow charging,0.2382,0.0,0,"favorite_function, concerns"
JIUMESS,No package at all,"I see a picture, but I never received the purchase, not sure what happened, but I don't have the items",i see a picture but i never received the purchase not sure what happened but i dont have the items,-0.3491,0.0,0,neutral
JIUMESS,Great for a blackout,I was able to charge my iPhone no problem. Works great. I charged it and packed it away in case of a blackout.,i was able to charge my iphone no problem works great i charged it and packed it away in case of a blackout,-0.1531,0.0,0,neutral
JIUMESS,,"I bought 2 for my friends. It is awesome with the charger cords attached on the back for iphone, c drive and ubs",i bought 2 for my friends it is awesome with the charger cords attached on the back for iphone c drive and ubs,0.802,0.0,0,favorite_function
JIUMESS,,"It stopped working and I don't know how to turn it back on, it's fully charged and everything. It was working fine and now it's not.",it stopped working and i dont know how to turn it back on its fully charged and everything it was working fine and now its not,-0.2944,0.0,0,concerns
JIUMESS,,"This bank was well thought out. It has a cord for all your devices. It is a little weighty, but not to bad.",this bank was well thought out it has a cord for all your devices it is a little weighty but not to bad,0.6514,0.0,0,favorite_function
JIUMESS,Power bank,Love how it has all the cords to plug in different devices which the cords are built into the power bank,love how it has all the cords to plug in different devices which the cords are built into the power bank,0.6369,0.0,0,favorite_function
JIUMESS,"it a lie, it is not 20000mah it likely 6000mah",i was charging my phone that hold 5000mah fuel battery then i charge different phone it finish battery bank,i was charging my phone that hold 5000mah fuel battery then i charge different phone it finish battery bank,0.0,0.0,0,neutral
JIUMESS,,purchased item online and haven't been able to charge it ever since therefore I suggest nobody purchased this particular item,purchased item online and havent been able to charge it ever since therefore i suggest nobody purchased this particular item,0.0,0.0,0,neutral
JIUMESS,It's OK but,Nice little Power Pack but takes a while to charge your phone. I would recommend something with little higher charge rate.,nice little power pack but takes a while to charge your phone i would recommend something with little higher charge rate,0.631,0.0,0,neutral
JIUMESS,Limited capacity,This power bank would only charge my phone once. The one i replaced it with will charge 3 times. This one was cheaper but you get what you pay for.,this power bank would only charge my phone once the one i replaced it with will charge 3 times this one was cheaper but you get what you pay for,-0.1531,0.0,1,neutral
JIUMESS,Great value for the price.,They have great sound and awesome battery life. The only issue is occasionally when moving around the bluetooth connection isn't great. The music will go in and out. But still better than dealing with a cord. I would recommend them.,they have great sound and awesome battery life the only issue is occasionally when moving around the bluetooth connection isnt great the music will go in and out but still better than dealing with a cord i would recommend them,0.9294,0.0,0,favorite_function
JIUMESS,wonerful power bank,"I was at a local fair and was recording some interesting things and my cell phone started to ""die"". I plugged in the power bank and it charged it up to 50% by the time I was done.",i was at a local fair and was recording some interesting things and my cell phone started to die i plugged in the power bank and it charged it up to 50 by the time i was done,-0.1779,0.0,0,favorite_function
JIUMESS,powerbank is a very worthwhile purchase,I really like my powerbank! I bought mine because my daughter and daughter-in-law both had one and they are extremely handy with children's technology and travel.,i really like my powerbank i bought mine because my daughter and daughterinlaw both had one and they are extremely handy with childrens technology and travel,0.4201,0.0,0,use_case
JIUMESS,bat1,like that it does  quick charge and small enough  to carry,like that it does quick charge and small enough to carry,0.3612,0.0,0,use_case
JIUMESS,Great Phone Charger,"This power bank charger is excellent .. I would recommend. 
Thanks -",this power bank charger is excellent i would recommend thanks,0.8442,0.0,0,neutral
JIUMESS,Bank power,Perfect bank power for anywhere,perfect bank power for anywhere,0.5719,0.0,0,neutral
JIUMESS,,Great portables love that they aren't bulky,great portables love that they arent bulky,0.8519,0.0,0,"favorite_function, concerns"
JIUMESS,,its not a fast charger and takes awhile to charge,its not a fast charger and takes awhile to charge,0.0,0.0,0,favorite_function
JIUMESS,i loved,This portable battery is of great help,this portable battery is of great help,0.7783,0.0,0,favorite_function
JIUMESS,Good Value,"I was skeptical for durability, but turn to be good!",i was skeptical for durability but turn to be good,0.4939,0.0,0,neutral
JIUMESS,,I couldn't charge my phone more then 1 time,i couldnt charge my phone more then 1 time,0.0,0.0,0,neutral
JIUMESS,,The phone is ok I only wish the sim was ok,the phone is ok i only wish the sim was ok,0.7269,0.0,0,neutral
JIUMESS,Never leave home without it,"Love all the different adapters, works great",love all the different adapters works great,0.8519,0.0,0,neutral
JIUMESS,Good Value,"I was skeptical for durability, but turn to be good!",i was skeptical for durability but turn to be good,0.4939,0.0,0,neutral
JIUMESS,Great purchase,Very easy to use and comes with different charging cords.. super convenient!,very easy to use and comes with different charging cords super convenient,0.796,0.0,0,favorite_function
JIUMESS,Broken,It was brand new and one of the charger was broken,it was brand new and one of the charger was broken,-0.4767,0.0,0,concerns
JIUMESS,,The charger stopped working after a month,the charger stopped working after a month,-0.2263,0.0,0,concerns
JIUMESS,,nice thing to have when camping.,nice thing to have when camping,0.4215,0.0,0,use_case
JIUMESS,,Great portables love that they aren't bulky,great portables love that they arent bulky,0.8519,0.0,0,"favorite_function, concerns"
JIUMESS,,I like the way the cables are connected to the power bank.,i like the way the cables are connected to the power bank,0.3612,0.0,0,neutral
JIUMESS,,The phone is ok I only wish the sim was ok,the phone is ok i only wish the sim was ok,0.7269,0.0,0,neutral
JIUMESS,Never leave home without it,"Love all the different adapters, works great",love all the different adapters works great,0.8519,0.0,0,neutral
JIUMESS,No Charge,Product would not hold charge on devices.,product would not hold charge on devices,0.0,0.0,0,neutral
JIUMESS,,it doesn't last as long as i wish,it doesnt last as long as i wish,0.4019,0.0,0,neutral
JIUMESS,,I like the way the cables are connected to the power bank.,i like the way the cables are connected to the power bank,0.3612,0.0,0,neutral
JIUMESS,,Great Product for a very good Price.,great product for a very good price,0.807,0.0,0,neutral
JIUMESS,,"Good product, very useful!",good product very useful,0.7264,0.0,0,neutral
JIUMESS,Great product,This is the best powerbank Ive ever owned,this is the best powerbank ive ever owned,0.6369,0.0,0,neutral
JIUMESS,,The best portable charger I've ever had,the best portable charger ive ever had,0.6369,0.0,0,favorite_function
JIUMESS,Brilliant power bank,"Easy to use and portable. Can charge any device. I'm really impressed with its performance. The built in cable is very useful, that's why I bought this cable.",easy to use and portable can charge any device im really impressed with its performance the built in cable is very useful thats why i bought this cable,0.8586,0.0,2,favorite_function
JIUMESS,,charges my phone,charges my phone,-0.2732,0.0,0,neutral
JIUMESS,,not impressed,not impressed,-0.3724,0.0,0,neutral
JIUMESS,greatest,greatest teams ever,greatest teams ever,0.6369,0.0,0,neutral
JIUMESS,,charges very fast,charges very fast,-0.2732,0.0,0,neutral
JIUMESS,Like it,so far so good.,so far so good,0.6213,0.0,0,neutral
JIUMESS,JUNK,Only worked for a little over a month!,only worked for a little over a month,0.0,0.0,0,neutral
JIUMESS,,Not as I expected pay more and get a better one.,not as i expected pay more and get a better one,0.5361,0.0,0,neutral
JIUMESS,it is good,it lasted longer and can charge more things at once,it lasted longer and can charge more things at once,0.0,0.0,0,neutral
JIUMESS,better than the existing one i have,this has 4 different adapters attached.,this has 4 different adapters attached,0.0,0.0,0,neutral
JIUMESS,,this item is super sleek and convenient,this item is super sleek and convenient,0.5994,0.0,0,neutral
JIUMESS,,it doesn't charge devices well.,it doesnt charge devices well,-0.2057,0.0,0,neutral
JIUMESS,you get what you pay for,i just got this havent had it for a week and the battery explosioned on the first use.,i just got this havent had it for a week and the battery explosioned on the first use,0.0,0.0,0,neutral
JIUMESS,Don't waste your money.,I charged my android phone 20 minutes yesterday and 15 today and now the charger is DEAD!,i charged my android phone 20 minutes yesterday and 15 today and now the charger is dead,-0.7269,0.0,0,neutral
JIUMESS,,light weight and very powerful,light weight and very powerful,0.4754,0.0,0,neutral
JIUMESS,Celly,Every cell user needs this,every cell user needs this,0.0,0.0,0,neutral
JIUMESS,,Awesome product. Going to buy 10more for holiday gifts,awesome product going to buy 10more for holiday gifts,0.7783,0.0,0,use_case
JIUMESS,,Great job Portable Bank is a champions,great job portable bank is a champions,0.8176,0.0,0,favorite_function
JIUMESS,"convenient, durability","held a long charge! convenient it has the chargers attachments, loved it",held a long charge convenient it has the chargers attachments loved it,0.7184,0.0,0,neutral
JIUMESS,,Not as good as others ive used. the built in cords are already faulty.,not as good as others ive used the built in cords are already faulty,-0.5727,0.0,0,favorite_function
JIUMESS,,Works great! Small in size but not in power. Exactly as advertised. Highly recommend,works great small in size but not in power exactly as advertised highly recommend,0.7383,0.0,0,neutral
JIUMESS,Totally recommend this product!!,Best power bank ever! Charges up your devices so quickly and compact! Great price too,best power bank ever charges up your devices so quickly and compact great price too,0.802,0.0,0,favorite_function
JIUMESS,,Works great and was easy to use You going to need your own charger to charge it though.,works great and was easy to use you going to need your own charger to charge it though,0.7906,0.0,0,neutral
JIUMESS,,Very good charge device fast,very good charge device fast,0.4927,0.0,0,neutral
JIUMESS,,It's a great battery it last a long time and charges everything we have,its a great battery it last a long time and charges everything we have,0.4588,0.0,0,neutral
JIUMESS,better than the existing one i have,this has 4 different adapters attached.,this has 4 different adapters attached,0.0,0.0,0,neutral
JIUMESS,,I phone does not fit the plugs to charge,i phone does not fit the plugs to charge,-0.2755,0.0,0,neutral
JIUMESS,Works great,It works great. I use it for many of my phones earbuds even my iPad,it works great i use it for many of my phones earbuds even my ipad,0.6249,0.0,0,neutral
JIUMESS,,I love my new charger it's the best,i love my new charger its the best,0.8555,0.0,0,neutral
JIUMESS,,Not as good as others ive used. the built in cords are already faulty.,not as good as others ive used the built in cords are already faulty,-0.5727,0.0,0,favorite_function
JIUMESS,you get what you pay for,i just got this havent had it for a week and the battery explosioned on the first use.,i just got this havent had it for a week and the battery explosioned on the first use,0.0,0.0,0,neutral
JIUMESS,,"it works good, i wish the cord was longer, i can only charge my tablet when its laying down.",it works good i wish the cord was longer i can only charge my tablet when its laying down,0.6808,0.0,0,favorite_function
JIUMESS,,Very good charge device fast,very good charge device fast,0.4927,0.0,0,neutral
JIUMESS,,Fast charging - wonderful for travel!,fast charging wonderful for travel,0.5719,0.0,0,use_case
JIUMESS,Sure was a help in the last storm!,It was the best out of all the battery packs  we had!,it was the best out of all the battery packs we had,0.6369,0.0,0,neutral
JIUMESS,Good for 2 to 3 charges,Love it works well.  Very lightweight,love it works well very lightweight,0.743,0.0,0,favorite_function
JIUMESS,,Did not hold a charge very dissapointed,did not hold a charge very dissapointed,0.0,0.0,0,neutral
JIUMESS,,"Fast shipping and all items are neatly secured. 

Thank you Walmart!",fast shipping and all items are neatly secured thank you walmart,0.765,0.0,0,neutral
JIUMESS,don't bother,i didn't even recieve the correct item,i didnt even recieve the correct item,0.0,0.0,0,neutral
JIUMESS,it is good,it lasted longer and can charge more things at once,it lasted longer and can charge more things at once,0.0,0.0,0,neutral
JIUMESS,Totally recommend this product!!,Best power bank ever! Charges up your devices so quickly and compact! Great price too,best power bank ever charges up your devices so quickly and compact great price too,0.802,0.0,0,favorite_function
INIU,Worth the higher price,Works very well. Very long lasting battery charger. It was worth the price. I had basic ones about half the size and this in the past and they always ran out after one charge of my phone. I charged this one up and have used it four times and my percentage left is still 86%.,works very well very long lasting battery charger it was worth the price i had basic ones about half the size and this in the past and they always ran out after one charge of my phone i charged this one up and have used it four times and my percentage left is still 86,-0.0276,0.0,3,neutral
INIU,very good portable charger overall.,I got it for my dad for father’s day and he loved it. He already had one but it was not as fast and it was falling apart. This one is a little heavy and thick and long which is okay because he won’t travel too far. Has a flashlight and three ports.,i got it for my dad for fathers day and he loved it he already had one but it was not as fast and it was falling apart this one is a little heavy and thick and long which is okay because he wont travel too far has a flashlight and three ports,0.4404,0.0,3,"use_case, favorite_function, concerns"
INIU,BEST CHARGE BANK EVER!!!,"This is the best bank I've ever used. It gives my phone two or three changes on a full charge. It also keeps my daughter tablet charged if her tablet has died and I plug it up, while she uses it and also charges, which I've had problems with other banks being able to do that.",this is the best bank ive ever used it gives my phone two or three changes on a full charge it also keeps my daughter tablet charged if her tablet has died and i plug it up while she uses it and also charges which ive had problems with other banks being able to do that,-0.6124,0.0,0,neutral
INIU,best portable charger I've had,i love this thing it charges fast and does not lose its charge as fast as many others... my son lost it on our trip and i bought a different one from the store and it's not even remotely the same quality... so i'll have to order another,i love this thing it charges fast and does not lose its charge as fast as many others my son lost it on our trip and i bought a different one from the store and its not even remotely the same quality so ill have to order another,-0.1427,0.0,2,use_case
INIU,Superb,"Top rate power bank. In addition to being a great phone %26 mobile game charger, I have a usb powered, blade-less fan that ran nonstop for over a day during a power outage far exceeding my expectations.  It comes with a mesh pouch in which I  added power cords for ""C"" and MicroUSB. It supports fast-charge also.",top rate power bank in addition to being a great phone 26 mobile game charger i have a usb powered bladeless fan that ran nonstop for over a day during a power outage far exceeding my expectations it comes with a mesh pouch in which i added power cords for c and microusb it supports fastcharge also,0.8658,0.0,0,favorite_function
INIU,Highly recommended!,"I use delivery apps, which drain my phone's battery very quickly. I didn't want to use my car charger and affect my car's battery, so I thought I'd order this portable charger, after reading the positive reviews it has received. I am extremely happy with this charger! It keeps my phone charged, even when using for 8-10 hours a day, for 3 days straight. It is sturdy, a decent size and comes with a convenient storage bag that I usually just leave on while using. I would definitely recommend and would purchase for others, as it would make a great gift!",i use delivery apps which drain my phones battery very quickly i didnt want to use my car charger and affect my cars battery so i thought id order this portable charger after reading the positive reviews it has received i am extremely happy with this charger it keeps my phone charged even when using for 810 hours a day for 3 days straight it is sturdy a decent size and comes with a convenient storage bag that i usually just leave on while using i would definitely recommend and would purchase for others as it would make a great gift,0.9596,0.0,0,"use_case, favorite_function, concerns"
INIU,Solid buy.,"Bought for my teenage daughter who is on her phone 24/7, so her battery constantly dies. This little power bank does have some weight to it, but if you want it to charge your device quickly and generate enough of a charge on its own, youll have to deal with a little weight. Lighter, smaller is convenient, but they can't deliver results.  Great quality - does the job - and big enough for my daughter to keep up with and find in her bag!  Highly recommend.",bought for my teenage daughter who is on her phone 247 so her battery constantly dies this little power bank does have some weight to it but if you want it to charge your device quickly and generate enough of a charge on its own youll have to deal with a little weight lighter smaller is convenient but they cant deliver results great quality does the job and big enough for my daughter to keep up with and find in her bag highly recommend,-0.0776,0.0,0,neutral
INIU,great power bank,"I'm really happy this power bank. it's small, portbale with a soft carry case, lightweight, charges itself and devices w fast charge, can charge multiple devices at once, is long lasting, and even has a very small keychain style led flashlight. All for a great price. I highly recommend this item if you're looking for a good, basic power bank.",im really happy this power bank its small portbale with a soft carry case lightweight charges itself and devices w fast charge can charge multiple devices at once is long lasting and even has a very small keychain style led flashlight all for a great price i highly recommend this item if youre looking for a good basic power bank,0.9133,0.0,0,"use_case, favorite_function"
INIU,Too early to tell.,"I would like to reserve my review until I have had a chance to use this product.  But so far, I am happy with my original purchase and the initial charging of it went well. I would like to reserve my review until I have had a chance to use this product but so far I am happy with my original purchase and the initial charging of it went well.",i would like to reserve my review until i have had a chance to use this product but so far i am happy with my original purchase and the initial charging of it went well i would like to reserve my review until i have had a chance to use this product but so far i am happy with my original purchase and the initial charging of it went well,0.9836,0.0,0,neutral
INIU,Failed after 4 months!,"Bought this on May 30th, started using it June 5. It just died! Foer no reason it will not charge anything. It will receive a charge but will not output any charge to any device. I have tried multiple cords that work on other devices but this power bank has failed. Hopefully  INIU of Walmart will send me a replacement.",bought this on may 30th started using it june 5 it just died foer no reason it will not charge anything it will receive a charge but will not output any charge to any device i have tried multiple cords that work on other devices but this power bank has failed hopefully iniu of walmart will send me a replacement,-0.5859,0.0,2,favorite_function
INIU,Battery bank,Love this product. Kept our phones charged while our electricity was out after a hurricane. Lasted 2 days and 4 phones. I was so impressed I bought my daughter one.,love this product kept our phones charged while our electricity was out after a hurricane lasted 2 days and 4 phones i was so impressed i bought my daughter one,0.8122,0.0,2,neutral
INIU,,Charged my Iphone that was at 20% battery very quickly and it only dropped the charger's battery down to 85%!!! Worth the money for sure!!!! So far no issues.,charged my iphone that was at 20 battery very quickly and it only dropped the chargers battery down to 85 worth the money for sure so far no issues,-0.0202,0.0,0,neutral
INIU,Reliable and Efficient Battery Pack Charger,"It’s efficient and high-quality. I’ve used it to charge 3 to 5 battery packs, and unlike others that last only a month, this one has been reliable for two months since I first purchased it.",its efficient and highquality ive used it to charge 3 to 5 battery packs and unlike others that last only a month this one has been reliable for two months since i first purchased it,0.4215,0.0,1,favorite_function
INIU,,"The unit was solidly built, but it was much heavier than expected. Felt like it weighed one full pound. This would make using it unpractical in some instances. The unit also charged very slowly, even when using a fast-charging cord and adaptor. In addition, the adaptor became excessively hot during charging.",the unit was solidly built but it was much heavier than expected felt like it weighed one full pound this would make using it unpractical in some instances the unit also charged very slowly even when using a fastcharging cord and adaptor in addition the adaptor became excessively hot during charging,0.2617,0.0,0,"favorite_function, concerns"
INIU,Should be good for short camping trips,"I bought this because we accidentally drained our car battery charging various electronics on a four day camping trip; 2 iPhones, an iPad and a small LED lamp that we use quite a lot, especially overnight.

At 5.3 x 2.8 x 1 inch, the INUI power bank is compact enough to put in a glove compartment or stow under a seat. It's a little heavy at 3/4 lb, but I am not going to be hiking with it. 

It comes with a USB-C to USB-A cord to charge the power bank, The cord is 12 inches long. There is also a case. It's a snug fit, but you can get the INUI  power bank and cord into the case. The case provides a bit of cushion, but its mesh so its not going to protect the unit from liquids. But you want to keep a lithium battery ventilated and not overheat it.

My first test of the unit:
The INUI power bank arrived charged to 53%. I plugged it into a small 2.1 amp USB-A charger; one of those little cubes that plugs into a wall socket. It took about 4 1/2 hours to charge the power bank to 100%. When my iPhone SE 2022 was down to 20% charge, I recharged it through the USB-A output port of the power bank. The iPhone charged to 100% in 2 hours, and the power bank charge fell from 100% to 92 %. (Note that the iPhone SE 2022 is one of the smaller iPhones.) That seems pretty good given the specs on the website for charging bigger phones.

This looks promising for keeping our iPhones charged for a few days, and give us a little piece of mind that we aren't draining the car battery.",i bought this because we accidentally drained our car battery charging various electronics on a four day camping trip 2 iphones an ipad and a small led lamp that we use quite a lot especially overnight at 53 x 28 x 1 inch the inui power bank is compact enough to put in a glove compartment or stow under a seat its a little heavy at 34 lb but i am not going to be hiking with it it comes with a usbc to usba cord to charge the power bank the cord is 12 inches long there is also a case its a snug fit but you can get the inui power bank and cord into the case the case provides a bit of cushion but its mesh so its not going to protect the unit from liquids but you want to keep a lithium battery ventilated and not overheat it my first test of the unit the inui power bank arrived charged to 53 i plugged it into a small 21 amp usba charger one of those little cubes that plugs into a wall socket it took about 4 12 hours to charge the power bank to 100 when my iphone se 2022 was down to 20 charge i recharged it through the usba output port of the power bank the iphone charged to 100 in 2 hours and the power bank charge fell from 100 to 92 note that the iphone se 2022 is one of the smaller iphones that seems pretty good given the specs on the website for charging bigger phones this looks promising for keeping our iphones charged for a few days and give us a little piece of mind that we arent draining the car battery,0.7632,0.0,9,"use_case, favorite_function, concerns"
INIU,Much quickly charge times,"Im impressed.  I didn't know it came with a flash light. I have an old battery about the same size that doesn't charge anywhere near as fast, doesn't charge other devices as fast, and drains quickly. You can tell you're using this battery, but it charges back up in just a few hours.",im impressed i didnt know it came with a flash light i have an old battery about the same size that doesnt charge anywhere near as fast doesnt charge other devices as fast and drains quickly you can tell youre using this battery but it charges back up in just a few hours,-0.1531,0.0,0,concerns
INIU,,"This is my first powerbank that I ever bought and let me just say that this is totally worth the money. I only charge my Pixel 8 with this and on full capacity it charges 4-5 times from 10-100.
It's got a torch as well. Charging the powerbank fully takes half a day.
In my opinion it's totally worth the money and I don't think anker is any different then this. PLUS : You get a netted cover for the brick with this.",this is my first powerbank that i ever bought and let me just say that this is totally worth the money i only charge my pixel 8 with this and on full capacity it charges 45 times from 10100 its got a torch as well charging the powerbank fully takes half a day in my opinion its totally worth the money and i dont think anker is any different then this plus you get a netted cover for the brick with this,0.5245,0.0,0,neutral
INIU,A little heavy but I like it.,"So far working well.  Early Christmas gift for me, seems like a slower charge but no big deal.  Still it’s more convenient to plug into this when I’m away from home versus searching for a power supply",so far working well early christmas gift for me seems like a slower charge but no big deal still its more convenient to plug into this when im away from home versus searching for a power supply,0.1486,0.0,0,"use_case, concerns"
INIU,,60 December 2024 … no regrets on having purchased this portable power bank. I’m no longer in the frantic search for unavailable outlet out in public… very nice value of this black Friday item…thx👨🏼‍🦳,60 december 2024 no regrets on having purchased this portable power bank im no longer in the frantic search for unavailable outlet out in public very nice value of this black friday itemthx,-0.464,0.0,0,favorite_function
INIU,Great charger,Great bought 2 so one can charge while using other charger for iPad Air so I can stay outdoors with dogs longer period of time so they can play ♥️🦮🐶👍☺️,great bought 2 so one can charge while using other charger for ipad air so i can stay outdoors with dogs longer period of time so they can play,0.7759,0.0,0,neutral
INIU,Great charger,Great bought 2 so one can charge while using other charger for iPad Air so I can stay outdoors with dogs longer period of time so they can play ♥️🦮🐶👍☺️,great bought 2 so one can charge while using other charger for ipad air so i can stay outdoors with dogs longer period of time so they can play,0.7759,0.0,0,neutral
INIU,"reliable, fast charging in a sexy design","nice soft feel. fast charging. type c! love the lcd power level. well made!

emergency flashlight on board.",nice soft feel fast charging type c love the lcd power level well made emergency flashlight on board,0.7579,0.0,0,use_case
INIU,long full charge time,great power bank i especially like having a bright light on it to be able to use it as a flash light when nessasary but it takes forever to fully charge,great power bank i especially like having a bright light on it to be able to use it as a flash light when nessasary but it takes forever to fully charge,0.6735,0.0,0,neutral
INIU,,My son has one of these that he has been using for a long time. He really likes it. I have not needed to use mine yet but it’s nice to know it’s there.,my son has one of these that he has been using for a long time he really likes it i have not needed to use mine yet but its nice to know its there,0.6953,0.0,0,neutral
INIU,,I really love it. It's really nice.😍😍😍,i really love it its really nice,0.8218,0.0,0,neutral
INIU,Great portable battery pack,Best travel battery pack. Charges phones 2.5x to full before needing the be replrnished.,best travel battery pack charges phones 25x to full before needing the be replrnished,0.4767,0.0,0,use_case
INIU,,Excellent working battery pack.  Well worth the money.  Great price!,excellent working battery pack well worth the money great price,0.8957,0.0,0,neutral
INIU,,"Fast charge, highly recommend!",fast charge highly recommend,0.4201,0.0,0,favorite_function
